,"HDCG 32220 FX (цв.стальной, домино, газ.конф -2)",,"6,600",ДУХОВКИ ОТДЕЛЬНОСТОЯЩИЕ
,"HDG 32210 W (цв.белый, домино, газ.конф-2)",,"5,900",ДУХОВКИ ОТДЕЛЬНОСТОЯЩИЕ
,"HIZG 64122 SX (цв.стальной, полностью газовая, 56 x 49 см , газконтроль)",,"9,300",ДУХОВКИ ОТДЕЛЬНОСТОЯЩИЕ
,"HIZG 64120 W (цв.белый, полностью газовая, 60х51)",,"6,000",ДУХОВКИ ОТДЕЛЬНОСТОЯЩИЕ
,"HIZG 64120 X (цв.стальной, полностью газовая, 60х51)",,"6,600",ДУХОВКИ ОТДЕЛЬНОСТОЯЩИЕ
,"HIZG 64121 SX (цв.стальной, 4 газ, газконтроль, эл.поджиг, чугунная решетка)",,"9,700",ДУХОВКИ ОТДЕЛЬНОСТОЯЩИЕ
,"HIZE 64101 X (стальной, 4 электр. конфорки)",,"7,400",ДУХОВКИ ОТДЕЛЬНОСТОЯЩИЕ
,"HISG 64122 S (цв.серый, полностью газовая, 56 x 49 см , газконтроль, эл.поджиг)",,"10,500",ДУХОВКИ ОТДЕЛЬНОСТОЯЩИЕ
,"HILL 75222 S (цв.черный, 5 газовых конфорок,  4.6x75.0x52.4 см,  газконтроль, эл.поджиг)",,"17,400",ДУХОВКИ ОТДЕЛЬНОСТОЯЩИЕ
,"HILM 64120 S (черная стеклокерамика, 2х2, 59.5x52.4 см, 2х2, эл.поджиг, газконтроль) ",,"15,000",ДУХОВКИ ОТДЕЛЬНОСТОЯЩИЕ
,"HTZG 64111 SW (настольная, белый, 4 газ, газ контроль, эл. поджиг) ",,"6,700",ДУХОВКИ ОТДЕЛЬНОСТОЯЩИЕ
,"HTZG 64110 SX (настольная, стальной, 4 газ, газ контроль, эл. поджиг) ",,"8,700",ДУХОВКИ ОТДЕЛЬНОСТОЯЩИЕ
,"HIC 64402 T (керамическая, черный цв., 4 электр. стеклокерамические конф,)",,"17,400",ДУХОВКИ ОТДЕЛЬНОСТОЯЩИЕ
,"HIC 64502 T (керамическая, черный цв., 4 электр. стеклокерамические конф, LCD дисплей,)",,"19,700",ДУХОВКИ ОТДЕЛЬНОСТОЯЩИЕ
,"HIAL 75225 SX (цв.стальной, 5 газ.конф, газ.контроль)",,"16,800",ДУХОВКИ ОТДЕЛЬНОСТОЯЩИЕ
,"CWB 6410 CR (бежевый, 60см, 450 м3, D трубки 15 см, 1 двиг, фильтр металл.)",,"12,600",ВЫТЯЖКИ КУПОЛЬНЫЕ
,"CWB 6410 AR (черный, 60см, 450 м3, D трубки 15 см, 1 двиг, фильтр металл)",,"12,600",ВЫТЯЖКИ КУПОЛЬНЫЕ
,"CWB 6441 XN (стальной, 60 см,  83х60х47, 420м3, 1 двиг, фильтр металл)",,"8,500",ВЫТЯЖКИ КУПОЛЬНЫЕ
,"CWB 6441 WN (белый, 60 см, 83х60х47, 420м3, 1 двиг, фильтр металл)",,"8,700",ВЫТЯЖКИ КУПОЛЬНЫЕ
,"CWB 6441 BN (черный, 60 см, 83х60х47, 420м3, 1 двиг, фильтр металл)",,"8,500",ВЫТЯЖКИ КУПОЛЬНЫЕ
,"CWB 6510 X (стальной, 60 см, 150х60х50 см, 480м3, 1 двиг)",,"10,500",ВЫТЯЖКИ КУПОЛЬНЫЕ
,"CFB 5432 W  (белый, 50 см, 15х49,8х48,2 см, 240 м3, 1 двиг)",,"4,200",ВЫТЯЖКИ ПОДВЕСНЫЕ
,"CFB 6432 W (белый,60 см, 300м3, 1 двиг., 3 режима, фильтр металл) ",,"4,500",ВЫТЯЖКИ ПОДВЕСНЫЕ
,"CFB 6432 XG (серебро,60 см, 300м3, 1 двиг., 3 режима, фильтр металл,  стекл.козырек)",,"4,700",ВЫТЯЖКИ ПОДВЕСНЫЕ
,"CFB 6433 X (стальной, 60 см, 2 двиг))",,"6,600",ВЫТЯЖКИ ПОДВЕСНЫЕ
,"CTB 6250 W (белый, встраиваемая, 2 двиг) ",,"7,300",ВЫТЯЖКИ ПОДВЕСНЫЕ
,"CTB 6250 X (стальной, встраиваемая, 2 двиг)",,"7,600",ВЫТЯЖКИ ПОДВЕСНЫЕ
,"BSS 2300 TT (белый, холодная-горячая)",,"8,200",ДИСПЕНСЕРЫ
,"BSS 2203 TT (белый, холодная-горячая)",,"8,700",ДИСПЕНСЕРЫ
,GR HS 5522 стайлер(фен-щетка),,"2,300",ПРИБОРЫ ПО УХОДУ
,MC 3140 Grundig триммер  ,,"1,200",МЕЛКАЯ БЫТОВАЯ ТЕХНИКА
,MC 3320 Grundig триммер ,,"1,000",МЕЛКАЯ БЫТОВАЯ ТЕХНИКА
,MC 9542 Grundig триммер,,"2,200",МЕЛКАЯ БЫТОВАЯ ТЕХНИКА
,MT 6340 Grundig триммер,,"1,500",МЕЛКАЯ БЫТОВАЯ ТЕХНИКА
,HD 6080 Grundig фен 2200Вт,,"1,600",МЕЛКАЯ БЫТОВАЯ ТЕХНИКА
,HD 8280 Grundig фен 2200Вт,,"2,400",МЕЛКАЯ БЫТОВАЯ ТЕХНИКА
,"BKK 2113 Кофеварка (цв.серебро, для кофе по-турецки, 1л)",,"18,300",МЕЛКАЯ БЫТОВАЯ ТЕХНИКА
,CFD 6151 W (кофеварка капельная),,"3,200",МЕЛКАЯ БЫТОВАЯ ТЕХНИКА
,"CFM 6350 I  Кофеварка ( 1000W/1,25 L)",,"2,200",МЕЛКАЯ БЫТОВАЯ ТЕХНИКА
,GRUNDIG KM 8680 кофеварка,,"6,000",МЕЛКАЯ БЫТОВАЯ ТЕХНИКА
,BKK 3008 кофеварка,,"1,500",МЕЛКАЯ БЫТОВАЯ ТЕХНИКА
,"BKK 2144 Y (соковыжималка, стальной, 800 вт, для твердых плодов)",,"4,800",МЕЛКАЯ БЫТОВАЯ ТЕХНИКА
,CJB 6100 W соковыжималка,,"1,700",МЕЛКАЯ БЫТОВАЯ ТЕХНИКА
,SJA 2209 T соковыжималка,,"6,400",МЕЛКАЯ БЫТОВАЯ ТЕХНИКА
,"BKK 3030 Блендер (цв.черный, для коктейлей, 1.5 л, 600 Вт,  скоростей - 5)",,"2,400",МЕЛКАЯ БЫТОВАЯ ТЕХНИКА
,"HBA 5550 W Блендер (цв.белый,  900 мл, 550 Вт,  скоростей - 2)",,"1,900",МЕЛКАЯ БЫТОВАЯ ТЕХНИКА
